s,a,r,sp
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,0,0,1733
1733,1,-2,1800
1800,0,0,1866
1007,0,0,1040
1040,2,-2,1039
1039,1,-2,1073
1073,0,0,1106
1106,1,-2,1173
1173,0,0,1239
1239,0,0,1305
1305,1,-2,1405
1405,0,0,1504
1504,0,0,1603
1603,0,0,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,1999
1999,0,0,2098
1103,2,-2,1003
1003,1,-2,938
938,2,-2,838
838,0,0,739
739,0,0,640
640,1,-2,575
575,0,0,0
1371,1,-2,1471
1471,1,-2,1604
1604,2,-2,1702
1702,0,0,1801
1801,0,0,1900
1900,1,-2,2033
2033,1,-2,2199
2199,0,0,2364
2364,2,-2,2495
2495,2,-2,0
1403,1,-2,1470
1470,1,-2,1570
1570,1,-2,1703
1703,0,0,1835
1835,1,-2,2001
2001,2,-2,2132
2132,2,-2,2230
2230,2,-2,2295
2295,0,0,0
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,1,-2,1767
1767,0,0,1833
1833,1,-2,1933
1933,0,0,2032
2032,0,0,2131
2131,2,-2,2196
2196,0,0,2262
2262,1,-2,2362
2362,1,-2,0
1894,1,-2,1829
1829,0,0,1763
1763,0,0,1697
1697,2,-2,1597
1597,0,0,1498
1498,0,0,1399
1399,2,-2,1266
1266,2,-2,1100
1100,1,-2,969
969,0,0,837
837,0,0,705
705,2,-2,539
539,1,-2,0
1202,1,-2,1170
1170,2,-2,1103
1103,1,-2,1071
1071,1,-2,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,0,0,1172
1172,2,-2,0
1472,1,-2,1638
1638,2,-2,1769
1769,1,-2,1935
1935,2,-2,0
1367,2,-2,1267
1267,0,0,1168
1168,1,-2,1103
1103,0,0,1037
1037,0,0,971
971,2,-2,871
871,0,0,772
772,0,0,673
673,0,0,574
574,0,0,475
475,0,0,0
1471,2,-2,1536
1536,0,0,1602
1602,2,-2,1634
1634,1,-2,1701
1701,1,-2,1801
1801,0,0,0
1372,0,0,1471
1471,2,-2,1536
1536,0,0,1602
1602,0,0,1668
1668,2,-2,1700
1700,2,-2,1699
1699,1,-2,0
1172,2,-2,1171
1171,1,-2,1205
1205,2,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,0,0,1436
1436,2,-2,1435
1435,2,-2,1401
1401,1,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1141,1,-2,1274
1274,0,0,1406
1406,0,0,1538
1538,1,-2,1704
1704,2,-2,1835
1835,1,-2,2001
2001,1,-2,2200
2200,0,0,2398
2398,0,0,0
1365,1,-2,1267
1267,2,-2,1134
1134,0,0,1002
1002,1,-2,904
904,1,-2,839
839,1,-2,0
1207,0,0,1306
1306,2,-2,1371
1371,1,-2,1471
1471,1,-2,1604
1604,0,0,1736
1736,0,0,1868
1868,0,0,2000
2000,2,-2,0
1269,2,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,1,-2,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,0,0,906
906,0,0,873
873,1,-2,874
874,0,0,874
874,0,0,874
874,2,-2,840
1206,1,-2,1306
1306,0,0,1405
1405,2,-2,1470
1470,1,-2,1570
1570,0,0,1669
1669,2,-2,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,1832
1832,0,0,1865
1865,0,0,1898
1898,0,0,0
1203,0,0,1170
1170,1,-2,1171
1171,2,-2,1137
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,1,-2,675
675,2,-2,608
608,1,-2,576
1761,0,0,1629
1629,0,0,1497
1497,0,0,1365
1365,0,0,1233
1233,1,-2,1135
1135,2,-2,1002
1002,0,0,870
870,0,0,738
738,1,-2,0
1537,0,0,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,0
1169,1,-2,1137
1137,2,-2,1070
1070,0,0,1004
1004,0,0,938
938,0,0,872
872,1,-2,840
840,2,-2,773
773,0,0,0
1665,0,0,1632
1632,0,0,1599
1599,0,0,1566
1566,2,-2,1499
1499,2,-2,1399
1399,0,0,1300
1300,2,-2,1167
1167,2,-2,1001
1001,0,0,836
836,1,-2,705
705,2,-2,0
878,1,-2,1044
1044,2,-2,1175
1175,1,-2,1341
1341,0,0,1506
1506,2,-2,1637
1637,0,0,1769
1769,0,0,1901
1901,0,0,2033
2033,2,-2,0
1336,1,-2,1370
1370,2,-2,1369
1369,0,0,1369
1369,1,-2,1403
1403,1,-2,1470
1470,1,-2,1570
1570,1,-2,1703
1703,0,0,1835
1835,0,0,1967
1967,0,0,0
906,0,0,873
873,2,-2,806
806,2,-2,706
706,0,0,607
607,0,0,508
508,1,-2,443
443,2,-2,343
343,1,-2,0
1566,1,-2,1567
1567,0,0,1567
1567,1,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,2,-2,1699
1699,2,-2,1665
1665,0,0,1632
1632,0,0,1599
1599,0,0,1566
1566,1,-2,1567
1567,1,-2,1601
1138,2,-2,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,2,-2,739
739,1,-2,674
674,0,0,608
608,0,0,542
542,0,0,476
476,2,-2,0
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1634,1,-2,1701
1701,0,0,1767
1767,2,-2,1799
1799,0,0,1832
1832,2,-2,1831
1831,0,0,1831
1831,0,0,1831
1831,0,0,1831
1831,1,-2,1865
1865,2,-2,1864
1864,2,-2,0
1332,1,-2,1234
1234,0,0,1135
1135,2,-2,1002
1002,1,-2,904
904,1,-2,839
839,0,0,0
1438,0,0,1537
1537,1,-2,1670
1670,0,0,1802
1802,2,-2,1900
1900,0,0,1999
1999,2,-2,0
1202,2,-2,1102
1102,2,-2,969
969,2,-2,803
803,0,0,638
638,1,-2,507
507,1,-2,409
409,1,-2,344
344,1,-2,312
312,1,-2,0
775,0,0,775
775,1,-2,809
809,0,0,842
842,0,0,875
875,2,-2,874
874,0,0,874
874,0,0,874
874,0,0,874
874,2,-2,840
840,1,-2,841
841,1,-2,875
875,0,0,908
908,1,-2,975
975,0,0,1041
1041,0,0,1107
1107,1,-2,1207
1207,1,-2,1340
1340,0,0,0
1274,0,0,1406
1406,0,0,1538
1538,2,-2,1636
1636,2,-2,1701
1701,0,0,1767
1767,2,-2,0
1068,1,-2,970
970,0,0,871
871,2,-2,738
738,0,0,0
1699,2,-2,1665
1665,0,0,1632
1632,2,-2,1565
1565,0,0,1499
1499,0,0,1433
1433,0,0,1367
1367,0,0,1301
1301,0,0,1235
1235,2,-2,1135
1135,1,-2,1070
1070,0,0,0
1210,2,-2,1374
1374,2,-2,1505
1505,0,0,1637
1637,2,-2,0
1174,0,0,1273
1273,2,-2,1338
1338,1,-2,1438
1438,0,0,1537
1537,1,-2,1670
1670,0,0,1802
1802,2,-2,1900
1900,0,0,1999
1999,1,-2,0
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,2,-2,1169
1169,1,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,1,-2,1072
1072,1,-2,1106
1106,0,0,1139
1139,0,0,1172
1172,0,0,1205
1205,0,0,1238
1571,0,0,1703
1703,0,0,1835
1835,0,0,1967
1967,2,-2,0
1904,2,-2,0
1369,1,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,2,-2,1500
1500,0,0,1467
1467,1,-2,1468
1402,2,-2,1368
1368,0,0,1335
1335,1,-2,1336
1336,2,-2,1302
1302,0,0,1269
1269,0,0,1236
1236,2,-2,1169
1169,2,-2,1069
1069,2,-2,936
936,0,0,804
804,1,-2,0
1274,0,0,1406
1406,0,0,1538
1538,1,-2,1704
1704,0,0,1869
1869,0,0,2034
2034,0,0,0
1695,2,-2,1529
1529,0,0,1364
1364,0,0,1199
1199,1,-2,1068
1068,0,0,936
936,0,0,804
804,1,-2,706
706,2,-2,0
1702,0,0,1801
1801,2,-2,1866
1866,0,0,0
1404,0,0,1470
1470,2,-2,1502
1502,2,-2,1501
1501,0,0,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,1,-2,0
1438,0,0,1537
1537,0,0,1636
1636,1,-2,1769
1769,0,0,1901
1901,0,0,2033
2033,1,-2,0
1270,0,0,1270
1270,1,-2,1304
1304,2,-2,1303
1303,2,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,1,-2,1205
1205,0,0,1238
1238,1,-2,1305
1305,0,0,1371
1371,1,-2,1471
1471,1,-2,1604
1604,0,0,1736
1736,0,0,1868
1868,0,0,0
1468,1,-2,1502
1502,2,-2,1501
1501,1,-2,1535
1535,0,0,1568
1568,2,-2,1567
1567,2,-2,1533
1533,1,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,2,-2,1500
1500,0,0,1467
1467,0,0,1434
1434,1,-2,1435
1435,0,0,1435
1435,0,0,1435
1435,1,-2,1469
939,0,0,906
906,1,-2,907
907,0,0,907
907,0,0,907
907,1,-2,941
941,2,-2,940
940,0,0,940
940,2,-2,906
906,1,-2,0
1499,0,0,1433
1433,0,0,1367
1367,0,0,1301
1301,0,0,1235
1235,2,-2,1135
1135,1,-2,1070
1070,1,-2,1038
1038,0,0,1005
1005,0,0,972
972,1,-2,973
973,1,-2,1007
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,1,-2,1338
1338,2,-2,1370
1370,2,-2,1369
1369,1,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,1569
1569,1,-2,1669
1764,0,0,1731
1731,2,-2,1664
1664,0,0,1598
1598,2,-2,1498
1498,0,0,1399
1399,0,0,1300
1300,0,0,1201
1201,0,0,1102
1102,1,-2,1037
1037,2,-2,937
937,0,0,838
838,0,0,739
739,2,-2,0
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
1470,1,-2,1570
1570,0,0,1669
1669,2,-2,1734
1734,1,-2,1834
1834,0,0,1933
1933,2,-2,1998
1998,2,-2,2030
2030,2,-2,2029
2029,1,-2,2063
2063,2,-2,2062
2062,0,0,2062
2062,0,0,2062
2062,0,0,2062
1233,0,0,1101
1101,2,-2,935
935,0,0,770
770,1,-2,639
639,0,0,0
1404,1,-2,1504
1504,1,-2,1637
1637,1,-2,1803
1803,0,0,1968
1968,2,-2,2099
2099,0,0,2231
2231,0,0,2363
2363,0,0,2495
2495,0,0,0
739,0,0,0
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,2,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,0,0,1304
1534,0,0,1534
1534,0,0,1534
1534,2,-2,1500
1500,0,0,1467
1467,0,0,1434
1434,2,-2,1367
1367,0,0,1301
1301,1,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1307,0,0,1439
1439,0,0,1571
1571,1,-2,1737
1737,1,-2,1936
1936,0,0,2134
2134,0,0,0
1067,1,-2,936
936,0,0,804
804,2,-2,0
1633,0,0,1633
1633,1,-2,1667
1667,1,-2,1734
1734,0,0,1800
1800,1,-2,1900
1900,0,0,1999
1999,1,-2,2132
2132,1,-2,0
1566,1,-2,1567
1567,0,0,1567
1567,0,0,1567
1567,0,0,1567
1567,1,-2,1601
1601,0,0,1634
1634,1,-2,1701
1701,1,-2,1801
1801,0,0,1900
1900,0,0,0
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,2,-2,1071
1071,0,0,1038
1038,1,-2,1039
1039,0,0,1039
1039,1,-2,1073
1073,2,-2,1072
1072,0,0,1072
1072,0,0,1072
1468,0,0,1468
1468,1,-2,1502
1502,1,-2,1569
1569,0,0,1635
1635,2,-2,1667
1667,2,-2,1666
1666,2,-2,1632
1632,0,0,1599
1599,0,0,1566
1566,0,0,1533
1533,2,-2,1466
1466,1,-2,1434
1434,2,-2,1367
1367,2,-2,1267
1267,1,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,0,0,1004
1174,2,-2,1239
1239,2,-2,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,0,0,1536
1536,0,0,1602
1602,2,-2,1634
1634,0,0,0
1470,1,-2,1570
1570,0,0,1669
1669,0,0,1768
1768,1,-2,1901
1901,2,-2,1999
1999,2,-2,2064
2064,1,-2,2164
2164,0,0,0
1373,0,0,1505
1505,0,0,1637
1637,1,-2,1803
1803,0,0,1968
1968,0,0,0
1769,1,-2,1935
1935,1,-2,0
1174,1,-2,1307
1307,0,0,1439
1439,0,0,1571
1571,0,0,1703
1703,0,0,1835
1835,0,0,1967
1967,0,0,2099
2099,1,-2,2265
2265,0,0,0
973,0,0,973
973,0,0,973
973,2,-2,939
939,0,0,906
906,2,-2,839
839,0,0,773
773,1,-2,741
741,2,-2,674
674,2,-2,574
574,2,-2,441
441,2,-2,0
1698,2,-2,1631
1631,0,0,1565
1565,2,-2,1465
1465,0,0,1366
1366,0,0,1267
1267,0,0,1168
1168,2,-2,1035
1035,0,0,903
903,0,0,771
771,2,-2,0
1668,0,0,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,1832
1832,2,-2,0
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,1,-2,1238
1238,1,-2,1305
1305,0,0,1371
1371,0,0,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,0,0,1801
1801,0,0,0
1567,1,-2,1601
1601,0,0,1634
1634,2,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,2,-2,1599
1599,0,0,1566
1566,2,-2,1499
1499,0,0,1433
1201,1,-2,1136
1136,0,0,1070
1070,0,0,1004
1004,0,0,938
938,1,-2,906
906,0,0,0
1597,0,0,1498
1498,1,-2,1433
1433,2,-2,1333
1333,0,0,1234
1234,2,-2,1101
1101,1,-2,1003
1003,1,-2,938
938,1,-2,906
906,0,0,873
873,1,-2,0
1365,2,-2,1199
1199,0,0,1034
1034,2,-2,835
835,2,-2,603
603,2,-2,338
338,0,0,0
1498,2,-2,1365
1365,2,-2,1199
1199,0,0,1034
1034,1,-2,903
903,0,0,771
771,2,-2,605
605,1,-2,474
474,2,-2,308
308,2,-2,0
1174,0,0,1273
1273,1,-2,1406
1406,0,0,1538
1538,0,0,1670
1670,2,-2,1768
1768,0,0,1867
1867,1,-2,2000
2000,1,-2,2166
2166,1,-2,0
1601,0,0,1634
1634,1,-2,1701
1701,1,-2,1801
1801,0,0,1900
1900,2,-2,1965
1965,1,-2,2065
2065,0,0,2164
2164,1,-2,2297
2297,0,0,2429
2429,0,0,2561
2561,2,-2,0
1237,2,-2,1203
1203,0,0,1170
1170,2,-2,1103
1103,1,-2,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,805
805,1,-2,740
740,2,-2,640
640,0,0,0
972,0,0,939
939,2,-2,872
872,1,-2,840
840,0,0,807
807,2,-2,740
740,0,0,674
674,1,-2,642
642,2,-2,575
575,0,0,509
509,1,-2,0
1404,1,-2,1504
1504,0,0,1603
1603,2,-2,1668
1668,1,-2,1768
1768,0,0,1867
1867,1,-2,2000
2000,0,0,2132
2132,0,0,2264
2264,2,-2,0
1005,2,-2,938
938,2,-2,838
838,0,0,739
739,0,0,640
640,1,-2,575
575,0,0,509
509,2,-2,409
409,2,-2,276
276,0,0,144
144,0,0,12
12,2,-2,0
1238,1,-2,1305
1305,0,0,1371
1371,0,0,1437
1437,2,-2,1469
1469,0,0,1502
1502,2,-2,1501
1501,2,-2,1467
1467,0,0,1434
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,2,-2,1268
1268,1,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,1,-2,1238
1565,1,-2,1533
1533,2,-2,1466
1466,0,0,1400
1400,2,-2,1300
1300,0,0,1201
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,1,-2,706
706,0,0,607
607,0,0,508
508,0,0,409
409,0,0,310
310,0,0,0
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,2,-2,1037
1037,1,-2,1005
1005,0,0,972
972,1,-2,973
973,1,-2,1007
1007,0,0,1040
1040,1,-2,1107
1107,0,0,1173
1173,1,-2,1273
1273,0,0,1372
1372,0,0,0
1369,0,0,1369
1369,2,-2,1335
1335,2,-2,1268
1268,0,0,1202
1202,0,0,1136
1136,2,-2,1036
1036,2,-2,903
903,2,-2,737
737,0,0,0
1430,1,-2,1299
1299,0,0,1167
1167,2,-2,1001
1001,0,0,836
836,2,-2,0
1798,2,-2,1764
1764,0,0,1731
1731,0,0,1698
1698,0,0,1665
1665,2,-2,1598
1598,1,-2,1566
1566,0,0,1533
1533,0,0,1500
1500,2,-2,1433
1433,2,-2,1333
1333,0,0,1234
1234,1,-2,1169
1169,2,-2,0
905,2,-2,805
805,2,-2,672
672,0,0,540
540,2,-2,0
972,0,0,939
939,0,0,906
906,1,-2,907
907,0,0,907
907,1,-2,941
941,2,-2,940
940,0,0,940
940,2,-2,906
906,2,-2,839
839,2,-2,0
1370,1,-2,1437
1437,1,-2,1537
1537,1,-2,1670
1670,2,-2,1768
1768,0,0,1867
1867,2,-2,1932
1932,2,-2,1964
1964,0,0,1997
1997,0,0,2030
2030,2,-2,2029
1767,0,0,1833
1833,1,-2,1933
1933,0,0,2032
2032,0,0,0
1171,1,-2,1205
1205,0,0,1238
1238,2,-2,1237
1237,0,0,1237
1237,2,-2,1203
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,1,-2,1171
1171,0,0,1171
1171,2,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,1,-2,1172
1071,2,-2,1004
1004,1,-2,972
972,0,0,939
939,0,0,906
906,2,-2,839
839,0,0,773
773,1,-2,741
741,0,0,708
708,2,-2,641
641,0,0,575
575,0,0,509
509,1,-2,477
477,0,0,0
1433,0,0,1367
1367,2,-2,1267
1267,0,0,1168
1168,0,0,1069
1069,0,0,970
970,0,0,871
871,0,0,772
772,0,0,673
673,0,0,574
574,2,-2,441
1699,0,0,1699
1699,0,0,1699
1699,1,-2,1733
1733,1,-2,1800
1800,0,0,1866
1866,0,0,1932
1932,1,-2,2032
2032,0,0,2131
2131,0,0,2230
2230,1,-2,0
1602,0,0,1668
1668,2,-2,1700
1700,2,-2,1699
1699,2,-2,1665
1665,0,0,1632
1632,0,0,0
1333,0,0,1234
1234,0,0,1135
1135,1,-2,1070
1070,1,-2,1038
1038,2,-2,971
971,0,0,905
905,0,0,0
1142,0,0,1274
1274,0,0,1406
1406,2,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,1,-2,1835
1835,0,0,0
1668,0,0,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,1832
1832,2,-2,0
901,1,-2,737
737,1,-2,0
1098,0,0,867
867,1,-2,0
1626,0,0,1395
1395,1,-2,1198
1198,0,0,1000
1000,0,0,802
802,2,-2,0
937,0,0,838
838,2,-2,705
705,0,0,0
1567,0,0,1567
1567,1,-2,1601
1601,1,-2,1668
1668,1,-2,1768
1768,0,0,1867
1867,1,-2,2000
2000,0,0,2132
2132,0,0,0
1497,0,0,1365
1365,2,-2,1199
1199,1,-2,1068
1068,0,0,936
936,0,0,804
804,2,-2,638
638,0,0,0
1108,2,-2,1173
1173,0,0,1239
1239,0,0,1305
1305,2,-2,1337
1337,2,-2,1336
1336,0,0,1336
1336,2,-2,1302
1302,0,0,1269
1269,1,-2,0
1071,2,-2,1004
1004,0,0,938
938,2,-2,838
838,2,-2,705
705,0,0,573
573,0,0,441
441,1,-2,343
343,0,0,244
244,1,-2,179
179,2,-2,79
79,1,-2,0
1367,1,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,2,-2,1103
1103,0,0,1037
1037,0,0,971
971,2,-2,871
871,2,-2,0
1166,1,-2,1035
1035,0,0,903
903,0,0,771
771,0,0,0
1370,1,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,2,-2,1767
1767,0,0,1833
1833,2,-2,1865
1865,0,0,1898
1898,1,-2,1965
1965,0,0,2031
2031,0,0,2097
2097,0,0,2163
2163,2,-2,2195
2195,0,0,2228
1633,2,-2,1599
1599,0,0,1566
1566,1,-2,1567
1567,2,-2,1533
1533,1,-2,1534
1534,1,-2,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,1,-2,1534
1534,0,0,1534
1534,2,-2,1500
973,2,-2,939
939,2,-2,872
872,2,-2,772
772,1,-2,707
707,0,0,641
641,2,-2,541
541,1,-2,476
476,2,-2,376
376,0,0,0
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,0,0,1667
1667,1,-2,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,1832
1832,2,-2,1831
1831,0,0,0
1271,0,0,1304
1304,1,-2,1371
1371,1,-2,1471
1471,1,-2,1604
1604,2,-2,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,1999
1999,0,0,2098
2098,2,-2,2163
2163,0,0,2229
2229,0,0,2295
2295,1,-2,0
1238,1,-2,1305
1305,2,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,1569
1569,0,0,1635
1635,2,-2,1667
1667,2,-2,1666
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
1733,0,0,1766
1340,2,-2,1438
1438,0,0,1537
1537,0,0,1636
1636,0,0,1735
1735,0,0,0
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,1,-2,1835
1835,1,-2,2001
2001,0,0,2166
2166,2,-2,2297
2297,2,-2,2395
2395,0,0,0
1077,1,-2,1276
1276,1,-2,1508
1508,2,-2,1705
1705,0,0,1903
1903,0,0,2101
2101,0,0,0
875,0,0,908
908,1,-2,975
975,1,-2,1075
1075,0,0,1174
1174,1,-2,1307
1307,0,0,1439
1439,2,-2,1537
1537,0,0,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,0
1503,0,0,1569
1569,1,-2,1669
1669,0,0,1768
1768,2,-2,1833
1833,1,-2,1933
1933,0,0,2032
2032,2,-2,2097
2097,2,-2,0
1464,0,0,1332
1332,0,0,1200
1200,0,0,1068
1068,0,0,936
936,1,-2,838
838,1,-2,773
773,2,-2,0
1895,0,0,1829
1829,1,-2,1797
1797,2,-2,1730
1730,2,-2,1630
1630,0,0,1531
1531,2,-2,1398
1398,1,-2,1300
1300,0,0,1201
1201,0,0,1102
1102,0,0,1003
1003,2,-2,870
870,2,-2,704
704,0,0,539
539,1,-2,408
1569,0,0,1635
1635,1,-2,1735
1735,1,-2,1868
1868,2,-2,1966
1966,1,-2,2099
2099,0,0,2231
2231,0,0,0
839,0,0,773
773,0,0,707
707,1,-2,0
1266,0,0,1134
1134,0,0,1002
1002,2,-2,836
836,1,-2,705
705,2,-2,0
1433,0,0,1367
1367,2,-2,1267
1267,2,-2,1134
1134,1,-2,1036
1036,2,-2,903
903,0,0,771
771,2,-2,605
605,1,-2,474
474,2,-2,308
308,2,-2,109
109,0,0,0
1207,0,0,1306
1306,2,-2,1371
1371,0,0,1437
1437,0,0,1503
1503,2,-2,1535
1535,2,-2,1534
1534,1,-2,1568
1568,2,-2,0
1668,1,-2,1768
1768,1,-2,1901
1901,2,-2,1999
1999,2,-2,2064
2064,0,0,0
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
1733,0,0,1766
1766,2,-2,1765
1765,1,-2,1799
1799,0,0,1832
1832,0,0,1865
1865,2,-2,1864
1864,2,-2,1830
1830,1,-2,1831
1831,0,0,1831
1831,0,0,1831
1070,0,0,1004
1004,1,-2,972
972,0,0,939
939,0,0,906
906,1,-2,907
907,0,0,907
907,0,0,0
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,2,-2,1071
1071,1,-2,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,2,-2,1138
1138,1,-2,1172
1172,2,-2,1171
1171,1,-2,1205
1498,2,-2,1365
1365,0,0,1233
1233,2,-2,1067
1067,1,-2,936
936,1,-2,838
838,0,0,739
739,0,0,640
640,0,0,541
541,2,-2,0
1432,2,-2,1299
1299,1,-2,1201
1201,2,-2,1068
1068,2,-2,902
902,0,0,737
737,0,0,572
572,1,-2,441
441,1,-2,0
1372,1,-2,1505
1505,1,-2,1671
1671,1,-2,1870
1870,0,0,2068
2068,2,-2,2232
2232,1,-2,2431
2431,0,0,0
1338,1,-2,1438
1438,1,-2,1571
1571,0,0,1703
1703,0,0,1835
1835,1,-2,2001
2001,1,-2,2200
2200,2,-2,2364
2364,1,-2,0
1104,0,0,1071
1071,2,-2,1004
1004,2,-2,904
904,1,-2,839
839,1,-2,807
807,0,0,774
774,2,-2,707
707,1,-2,675
675,0,0,642
642,0,0,609
609,0,0,576
576,2,-2,509
509,1,-2,477
477,0,0,0
1761,2,-2,1595
1595,0,0,1430
1430,0,0,1265
1265,0,0,1100
1100,0,0,935
935,0,0,770
770,1,-2,639
639,0,0,507
507,0,0,0
1569,0,0,1635
1635,0,0,1701
1701,0,0,1767
1767,0,0,1833
1833,1,-2,1933
1933,2,-2,1998
1998,1,-2,0
874,1,-2,908
908,2,-2,907
907,1,-2,941
941,0,0,974
974,2,-2,973
973,1,-2,1007
1007,2,-2,1006
1006,1,-2,1040
1040,0,0,1073
1073,1,-2,1140
1140,0,0,1206
1206,1,-2,1306
1306,0,0,1405
1405,0,0,1504
1504,0,0,0
1302,0,0,1269
1269,2,-2,1202
1202,2,-2,1102
1102,2,-2,969
969,1,-2,871
871,2,-2,738
738,1,-2,640
640,2,-2,507
507,0,0,375
375,0,0,0
1468,1,-2,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,2,-2,1567
1567,0,0,1567
1567,1,-2,1601
1601,1,-2,1668
1668,2,-2,1700
1700,0,0,1733
975,0,0,1041
1041,0,0,1107
1107,0,0,1173
1173,0,0,1239
1239,1,-2,1339
1339,0,0,1438
1438,1,-2,1571
1571,1,-2,1737
1737,0,0,1902
1902,0,0,2067
2067,1,-2,2266
2266,2,-2,0
1168,0,0,1069
1069,1,-2,1004
1004,2,-2,904
904,0,0,805
805,1,-2,740
740,0,0,0
1034,0,0,869
869,1,-2,738
738,0,0,0
1134,2,-2,968
968,0,0,803
803,0,0,638
638,1,-2,0
1963,1,-2,1997
1997,2,-2,1996
1996,2,-2,1962
1962,1,-2,1963
1963,0,0,1963
1963,2,-2,1929
1929,2,-2,1862
1862,2,-2,1762
1762,2,-2,1629
1629,0,0,1497
1497,0,0,1365
1365,1,-2,0
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,2,-2,1369
1369,2,-2,1335
1335,0,0,1302
1302,2,-2,1235
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1932,2,-2,0
1339,1,-2,1472
1472,0,0,1604
1604,0,0,1736
